temp_water,formatted_time,alias,latitude,longitude
2.4,2022-12-26 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-27 10:03:00,Bergabadet,59.057008,17.440774
2.4,2022-12-28 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-29 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-30 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-31 10:01:00,Bergabadet,59.057008,17.440774
2.4,2023-01-01 10:01:00,Bergabadet,59.057008,17.440774
2.4,2023-01-02 10:01:00,Bergabadet,59.057008,17.440774
2.4,2023-01-03 10:01:00,Bergabadet,59.057008,17.440774
2.4,2023-01-04 10:01:00,Bergabadet,59.057008,17.440774
2.4,2023-01-05 10:01:00,Bergabadet,59.057008,17.440774
2.4,2023-01-06 10:01:00,Bergabadet,59.057008,17.440774
2.4,2023-01-07 10:01:00,Bergabadet,59.057008,17.440774
2.4,2023-01-08 10:01:00,Bergabadet,59.057008,17.440774
2.2,2023-01-09 10:01:00,Bergabadet,59.057008,17.440774
2.1,2023-01-10 10:03:00,Bergabadet,59.057008,17.440774
1.8,2023-01-12 10:01:00,Bergabadet,59.057008,17.440774
1.9,2023-01-13 10:01:00,Bergabadet,59.057008,17.440774
1.9,2023-01-14 10:01:00,Bergabadet,59.057008,17.440774
1.8,2023-01-15 10:01:00,Bergabadet,59.057008,17.440774
1.7,2023-01-16 10:01:00,Bergabadet,59.057008,17.440774
1.8,2023-01-17 10:00:00,Bergabadet,59.057008,17.440774
1.8,2023-01-18 10:00:00,Bergabadet,59.057008,17.440774
1.9,2023-01-19 10:00:00,Bergabadet,59.057008,17.440774
2.0,2023-01-20 10:00:00,Bergabadet,59.057008,17.440774
2.0,2023-01-21 10:00:00,Bergabadet,59.057008,17.440774
2.1,2023-01-22 10:00:00,Bergabadet,59.057008,17.440774
2.1,2023-01-23 10:00:00,Bergabadet,59.057008,17.440774
2.2,2023-01-24 10:03:00,Bergabadet,59.057008,17.440774
2.2,2023-01-25 10:00:00,Bergabadet,59.057008,17.440774
2.2,2023-01-26 10:00:00,Bergabadet,59.057008,17.440774
2.3,2023-01-27 10:00:00,Bergabadet,59.057008,17.440774
2.3,2023-01-28 10:00:00,Bergabadet,59.057008,17.440774
2.4,2023-01-29 10:00:00,Bergabadet,59.057008,17.440774
2.4,2023-01-30 10:00:00,Bergabadet,59.057008,17.440774
2.4,2023-01-31 10:00:00,Bergabadet,59.057008,17.440774
2.5,2023-02-01 10:00:00,Bergabadet,59.057008,17.440774
2.5,2023-02-02 10:00:00,Bergabadet,59.057008,17.440774
2.6,2023-02-03 10:00:00,Bergabadet,59.057008,17.440774
2.6,2023-02-04 10:00:00,Bergabadet,59.057008,17.440774
2.6,2023-02-05 10:00:00,Bergabadet,59.057008,17.440774
2.6,2023-02-06 10:00:00,Bergabadet,59.057008,17.440774
2.6,2023-02-07 10:03:00,Bergabadet,59.057008,17.440774
2.7,2023-02-08 10:00:00,Bergabadet,59.057008,17.440774
2.7,2023-02-09 10:00:00,Bergabadet,59.057008,17.440774
2.7,2023-02-10 10:00:00,Bergabadet,59.057008,17.440774
20.1,2023-06-14 11:23:00,Bergabadet,59.057008,17.440774
20.9,2023-06-15 11:23:00,Bergabadet,59.057008,17.440774
21.1,2023-06-16 11:23:00,Bergabadet,59.057008,17.440774
22.1,2023-06-17 11:23:00,Bergabadet,59.057008,17.440774
22.0,2023-06-18 11:23:00,Bergabadet,59.057008,17.440774
20.8,2023-06-19 11:23:00,Bergabadet,59.057008,17.440774
21.2,2023-06-20 11:23:00,Bergabadet,59.057008,17.440774
21.9,2023-06-21 11:23:00,Bergabadet,59.057008,17.440774
23.3,2023-06-22 11:23:00,Bergabadet,59.057008,17.440774
23.4,2023-06-23 11:23:00,Bergabadet,59.057008,17.440774
23.9,2023-06-24 11:23:00,Bergabadet,59.057008,17.440774
24.4,2023-06-25 11:23:00,Bergabadet,59.057008,17.440774
23.6,2023-06-26 11:23:00,Bergabadet,59.057008,17.440774
23.8,2023-06-27 11:25:00,Bergabadet,59.057008,17.440774
24.4,2023-06-28 11:22:00,Bergabadet,59.057008,17.440774
